"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GTSE1-AS1",17.9583426650279,1.22366362035343,0.310947550400375,3.93527338864013,8.31020440521696e-05,0.00944274168620019
"PRTN3",12.9382675263645,-2.54099178504951,0.646982764171509,-3.92744896118425,8.58516318868528e-05,0.00965408272974284
"RBM3",539.003077756492,-1.12731692360249,0.289466378923907,-3.89446583673483,9.84153603237361e-05,0.0106435791990932
"ABCC11",24.9563898276872,-1.04598672193938,0.26965458164635,-3.87898739028725,0.000104892191416816,0.0111303447229189
"LOC101926941",12.2124901773047,-1.21313939631005,0.312683268874934,-3.87977073629506,0.000104554967272566,0.0111303447229189
"ATP12A",2.24468854543495,-2.48521032852157,0.641634971547928,-3.87324637640318,0.000107395161271525,0.0112057556974804
"TSHR",49.2873189963811,1.04297868872778,0.26946793876128,3.87051125088299,0.000108607344242762,0.0112427378748356
"RDH12",21.3232266624461,-1.01952464761998,0.263828527999919,-3.86434573754773,0.000111387357934962,0.011296447800292
"C6orf223",11.5199636645773,-1.69415563406822,0.438306512646888,-3.86523034722296,0.000110984405882944,0.011296447800292
"KAZALD1",24.6903519662081,-1.01898959964646,0.264448315542766,-3.8532656090285,0.00011655283595364,0.0116568949248934
"SERPINA5",44.9041635317246,2.30976479755169,0.600489907592311,3.84646730669094,0.000119833112052388,0.0118755161227076
"CHRNA5",7.59246824470159,1.44014102861019,0.374678517205548,3.84367120738907,0.000121207371442268,0.0119326829862111
"CLDN9",54.1731480831023,1.23206775337413,0.320595478793792,3.84306028896498,0.000121509604200002,0.0119326829862111
"HSPB3",13.0034081908011,-1.71846356714952,0.447332944874222,-3.84157613884823,0.000122246803396991,0.0119510016852473
"LOC105378385",9.47363070724882,-1.24325468900967,0.324115219041315,-3.83584175000186,0.000125134966643631,0.0121241258083336
"ATAD3C",65.2333684380906,1.23156321750113,0.322665160497413,3.81684596999124,0.000135168493664085,0.0126994018094876
"LOC102723493",7.03155813359265,-1.77744990361462,0.465918350947367,-3.814938604587,0.000136216795890424,0.0127427289707322
"CYP4B1",7.924380326756,1.73729042767768,0.456342690348148,3.80698642582023,0.000140670463159945,0.0128967363410352
"LOC105376772",1.74958694562443,3.09612379750662,0.813081092959166,3.80789053431121,0.000140157286649148,0.0128967363410352
"MRGPRF",54.4389061198727,1.36640109147722,0.358642323194505,3.80992705854229,0.000139007797417534,0.0128967363410352
"CENPH",13.4352183668694,-1.03444367738608,0.272166077845306,-3.8007810729963,0.00014424070032342,0.0130694373252582
"LBX2-AS1",8.87961526977694,1.33084483992081,0.350794971398985,3.79379679991803,0.000148361101312012,0.0131617371011658
"HIF3A",1095.26384602513,1.13500601582167,0.299326605393245,3.79186479040358,0.000149520317351064,0.0131617371011658
"UCKL1-AS1",151.271903005072,1.56175363214056,0.411868504905243,3.79187438112041,0.000149514541866951,0.0131617371011658
"C16orf71",66.719444646672,1.03451813783747,0.273695508977524,3.77981407770348,0.000156945507477955,0.0135166204317224
"SCG2",685.455899703757,-1.00506737801169,0.26616623345096,-3.77608896883936,0.000159310107351803,0.0136122333065204
"BEX5",188.888489568841,-1.20077872990634,0.319427185953636,-3.75916259701397,0.000170483019427223,0.014230742194727
"STON1",45.8886547656382,1.42708949006495,0.380114795988296,3.75436448443036,0.000173781833340091,0.0144505253983907
"LINC00898",25.4818614964273,-2.28070915678268,0.607988334146132,-3.75123835227159,0.000175963319827701,0.0145760760695442
"BAAT",21.322672364634,-1.44347104860522,0.385817323063214,-3.74133291150515,0.000183046856939406,0.0149740843578812
"IRX5",1.91481473514969,3.95335481854766,1.05942603222818,3.73160060097163,0.000190266998074844,0.0154080770866356
"SLC38A2",1878.98055400933,1.06899165921719,0.286793065169314,3.72739716905668,0.000193467455604589,0.0154938161955218
"HILS1",21.9198932893827,1.02176920662851,0.274902006561547,3.71684884882696,0.000201723043563839,0.0158354138504485
"SOWAHB",146.314077811694,-1.50009543649666,0.404537680218299,-3.70817234055224,0.000208760562888341,0.016071578659009
"C6orf118",21.2909668092769,1.1789336820516,0.31793547457944,3.70809103202806,0.000208827589818944,0.016071578659009
"OVOL3",22.9448690303449,1.39740384942438,0.377285856794634,3.70383311289886,0.000212365997004073,0.0162159285965271
"FKBP5",1285.64162664469,1.04521792104606,0.283384649517684,3.68833641068775,0.000225725080530938,0.0167198342073821
"GAS2L3",28.8833875036887,1.0218202722454,0.277380006246018,3.68382813914537,0.000229757179785348,0.0168460137597345
"OR7A5",27.7085248832123,2.48694867352255,0.676014308046062,3.67884029068967,0.000234296924511081,0.0170635776935033
"CCDC184",281.34415153507,-1.23730859119401,0.336848390175889,-3.67319134447379,0.000239539974749306,0.0172214289454754
"LOC100506274",7.32825352434805,-1.87149329101716,0.509515177226975,-3.67308644504511,0.000239638369881287,0.0172214289454754
"SLC23A3",12.6115785976592,1.56438525896937,0.42654654171484,3.66756052617398,0.000244875596538588,0.0173802597960014
"SLC5A3",1359.10080671269,1.16487738525644,0.317429080362233,3.66972485295657,0.000242811678525698,0.0173802597960014
"PLK4",21.6875044004458,-1.20209614185716,0.328013973780863,-3.66477113155017,0.000247559860629528,0.0174589762762315
"LINC01338",15.846432817348,1.54696197946165,0.422361712056974,3.66264728857094,0.000249622137907458,0.0175325218738044
"SH2D6",36.7770439623124,1.34591958401172,0.367904389757251,3.65834064904682,0.000253853497540955,0.0176018608854037
"EPHA1-AS1",8.48411999911078,-1.89793970553372,0.520510999020679,-3.64630086415969,0.00026604246909254,0.0180771225190365
"C21orf62",65.6620747028547,1.09241295123459,0.299723158312402,3.64473989058919,0.000267662370800673,0.0180968113192741
