"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RDH12",21.3232266624461,-1.01952464761998,0.263828527999919,-3.86434573754773,0.000111387357934962,0.011296447800292
"C6orf223",11.5199636645773,-1.69415563406822,0.438306512646888,-3.86523034722296,0.000110984405882944,0.011296447800292
"PNPLA3",33.4717000701535,-0.760957551652504,0.197206826708444,-3.85867753339758,0.000114002239570567,0.0114545861361112
"COPS7A",704.831486581025,-0.599410333379089,0.15530287399487,-3.8596216409935,0.000113562717992613,0.0114545861361112
"KAZALD1",24.6903519662081,-1.01898959964646,0.264448315542766,-3.8532656090285,0.00011655283595364,0.0116568949248934
"HMGCS1",990.600016075024,-0.959532949366728,0.249197972376957,-3.85048457743975,0.000117884353697484,0.0117359822398921
"SERPINA5",44.9041635317246,2.30976479755169,0.600489907592311,3.84646730669094,0.000119833112052388,0.0118755161227076
"CHRNA5",7.59246824470159,1.44014102861019,0.374678517205548,3.84367120738907,0.000121207371442268,0.0119326829862111
"CLDN9",54.1731480831023,1.23206775337413,0.320595478793792,3.84306028896498,0.000121509604200002,0.0119326829862111
"HSPB3",13.0034081908011,-1.71846356714952,0.447332944874222,-3.84157613884823,0.000122246803396991,0.0119510016852473
"LINC-PINT",1269.20563047132,0.545960991093798,0.142214976334033,3.83898380583668,0.000123544577916928,0.0120237128902739
"LOC105378385",9.47363070724882,-1.24325468900967,0.324115219041315,-3.83584175000186,0.000125134966643631,0.0121241258083336
"ZBED6",705.024228345107,0.718185028083806,0.18742091205655,3.83193646964598,0.00012713857423824,0.0122019189011474
"ICA1",417.211814553126,-0.742973691885651,0.19393737459254,-3.83099798812183,0.000127624549166496,0.0122019189011474
"LETMD1",369.669295323369,-0.481016694552174,0.125501809941685,-3.83274707174089,0.000126720223621926,0.0122019189011474
"FLCN",1445.46945933677,0.684306338039514,0.179001322693249,3.82291218714733,0.000131884757377131,0.0124991043203313
"C12orf49",846.403759286399,-0.386877327942276,0.101172837007403,-3.82392487337255,0.000131343950853429,0.0124991043203313
"BTBD7",664.543377480956,0.351138461422924,0.0918816057143454,3.82164045450613,0.000132566875089111,0.0125091256089521
"ATAD3C",65.2333684380906,1.23156321750113,0.322665160497413,3.81684596999124,0.000135168493664085,0.0126994018094876
