#node	identifier	category	term ID	term description
ACO2	9606.ENSP00000216254	GO Process	GO:0001889	Liver development
ACO2	9606.ENSP00000216254	GO Process	GO:0006066	Alcohol metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0006082	Organic acid metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0006091	Generation of precursor metabolites and energy
ACO2	9606.ENSP00000216254	GO Process	GO:0006099	Tricarboxylic acid cycle
ACO2	9606.ENSP00000216254	GO Process	GO:0006101	Citrate metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0006102	Isocitrate metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0006950	Response to stress
ACO2	9606.ENSP00000216254	GO Process	GO:0007275	Multicellular organism development
ACO2	9606.ENSP00000216254	GO Process	GO:0008152	Metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0009060	Aerobic respiration
ACO2	9606.ENSP00000216254	GO Process	GO:0009987	Cellular process
ACO2	9606.ENSP00000216254	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
ACO2	9606.ENSP00000216254	GO Process	GO:0019752	Carboxylic acid metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0032501	Multicellular organismal process
ACO2	9606.ENSP00000216254	GO Process	GO:0032502	Developmental process
ACO2	9606.ENSP00000216254	GO Process	GO:0035900	Response to isolation stress
ACO2	9606.ENSP00000216254	GO Process	GO:0043436	Oxoacid metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0044237	Cellular metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0044238	Primary metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0044281	Small molecule metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0045333	Cellular respiration
ACO2	9606.ENSP00000216254	GO Process	GO:0048513	Animal organ development
ACO2	9606.ENSP00000216254	GO Process	GO:0048731	System development
ACO2	9606.ENSP00000216254	GO Process	GO:0048732	Gland development
ACO2	9606.ENSP00000216254	GO Process	GO:0048856	Anatomical structure development
ACO2	9606.ENSP00000216254	GO Process	GO:0050896	Response to stimulus
ACO2	9606.ENSP00000216254	GO Process	GO:0061008	Hepaticobiliary system development
ACO2	9606.ENSP00000216254	GO Process	GO:0071704	Organic substance metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:0072350	Tricarboxylic acid metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:1901615	Organic hydroxy compound metabolic process
ACO2	9606.ENSP00000216254	GO Process	GO:1902652	Secondary alcohol metabolic process
ACO2	9606.ENSP00000216254	GO Function	GO:0003824	Catalytic activity
ACO2	9606.ENSP00000216254	GO Function	GO:0003994	Aconitate hydratase activity
ACO2	9606.ENSP00000216254	GO Function	GO:0005488	Binding
ACO2	9606.ENSP00000216254	GO Function	GO:0005506	Iron ion binding
ACO2	9606.ENSP00000216254	GO Function	GO:0016829	Lyase activity
ACO2	9606.ENSP00000216254	GO Function	GO:0016835	Carbon-oxygen lyase activity
ACO2	9606.ENSP00000216254	GO Function	GO:0016836	Hydro-lyase activity
ACO2	9606.ENSP00000216254	GO Function	GO:0043167	Ion binding
ACO2	9606.ENSP00000216254	GO Function	GO:0043169	Cation binding
ACO2	9606.ENSP00000216254	GO Function	GO:0046872	Metal ion binding
ACO2	9606.ENSP00000216254	GO Function	GO:0046914	Transition metal ion binding
ACO2	9606.ENSP00000216254	GO Function	GO:0047780	Citrate dehydratase activity
ACO2	9606.ENSP00000216254	GO Function	GO:0051536	Iron-sulfur cluster binding
ACO2	9606.ENSP00000216254	GO Function	GO:0051538	3 iron, 4 sulfur cluster binding
ACO2	9606.ENSP00000216254	GO Function	GO:0051539	4 iron, 4 sulfur cluster binding
ACO2	9606.ENSP00000216254	GO Function	GO:0051540	Metal cluster binding
ACO2	9606.ENSP00000216254	GO Component	GO:0005622	Intracellular anatomical structure
ACO2	9606.ENSP00000216254	GO Component	GO:0005737	Cytoplasm
ACO2	9606.ENSP00000216254	GO Component	GO:0005739	Mitochondrion
ACO2	9606.ENSP00000216254	GO Component	GO:0005759	Mitochondrial matrix
ACO2	9606.ENSP00000216254	GO Component	GO:0005829	Cytosol
ACO2	9606.ENSP00000216254	GO Component	GO:0031974	Membrane-enclosed lumen
ACO2	9606.ENSP00000216254	GO Component	GO:0043226	Organelle
ACO2	9606.ENSP00000216254	GO Component	GO:0043227	Membrane-bounded organelle
ACO2	9606.ENSP00000216254	GO Component	GO:0043229	Intracellular organelle
ACO2	9606.ENSP00000216254	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ACO2	9606.ENSP00000216254	GO Component	GO:0043233	Organelle lumen
ACO2	9606.ENSP00000216254	GO Component	GO:0070013	Intracellular organelle lumen
ACO2	9606.ENSP00000216254	GO Component	GO:0110165	Cellular anatomical entity
ACO2	9606.ENSP00000216254	STRING clusters	CL:8463	Carbon metabolism, and Pyruvate metabolism
ACO2	9606.ENSP00000216254	STRING clusters	CL:8464	Carbon metabolism, and Pyruvate metabolism
ACO2	9606.ENSP00000216254	STRING clusters	CL:8465	Carbon metabolism, and Pyruvate metabolism
ACO2	9606.ENSP00000216254	STRING clusters	CL:8466	Citrate cycle (TCA cycle), and Pyruvate metabolism
ACO2	9606.ENSP00000216254	STRING clusters	CL:8467	Citrate cycle (TCA cycle), and Lactate dehydrogenase activity
ACO2	9606.ENSP00000216254	STRING clusters	CL:8469	Citrate cycle (TCA cycle)
ACO2	9606.ENSP00000216254	STRING clusters	CL:8470	Tricarboxylic acid cycle
ACO2	9606.ENSP00000216254	KEGG	hsa00020	Citrate cycle (TCA cycle)
ACO2	9606.ENSP00000216254	KEGG	hsa00630	Glyoxylate and dicarboxylate metabolism
ACO2	9606.ENSP00000216254	KEGG	hsa01100	Metabolic pathways
ACO2	9606.ENSP00000216254	KEGG	hsa01200	Carbon metabolism
ACO2	9606.ENSP00000216254	KEGG	hsa01210	2-Oxocarboxylic acid metabolism
ACO2	9606.ENSP00000216254	KEGG	hsa01230	Biosynthesis of amino acids
ACO2	9606.ENSP00000216254	Reactome	HSA-1268020	Mitochondrial protein import
ACO2	9606.ENSP00000216254	Reactome	HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport
ACO2	9606.ENSP00000216254	Reactome	HSA-1430728	Metabolism
ACO2	9606.ENSP00000216254	Reactome	HSA-71403	Citric acid cycle (TCA cycle)
ACO2	9606.ENSP00000216254	Reactome	HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle
ACO2	9606.ENSP00000216254	Reactome	HSA-9609507	Protein localization
ACO2	9606.ENSP00000216254	WikiPathways	WP3925	Amino acid metabolism
ACO2	9606.ENSP00000216254	WikiPathways	WP4290	Metabolic reprogramming in colon cancer
ACO2	9606.ENSP00000216254	WikiPathways	WP4966	Fluoroacetic acid toxicity
ACO2	9606.ENSP00000216254	WikiPathways	WP78	TCA cycle (aka Krebs or citric acid cycle)
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050177	Monogenic disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050737	Autosomal recessive disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050739	Autosomal genetic disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050753	Cerebellar ataxia
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050883	Infantile cerebellar-retinal degeneration
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050950	Autosomal recessive cerebellar ataxia
ACO2	9606.ENSP00000216254	DISEASES	DOID:0050951	Hereditary ataxia
ACO2	9606.ENSP00000216254	DISEASES	DOID:0111442	Optic atrophy 9
ACO2	9606.ENSP00000216254	DISEASES	DOID:12705	Friedreich ataxia
ACO2	9606.ENSP00000216254	DISEASES	DOID:1289	Neurodegenerative disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:1891	Optic nerve disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:2786	Cerebellar disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:331	Central nervous system disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:4	Disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:5656	Cranial nerve disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:5723	Optic atrophy
ACO2	9606.ENSP00000216254	DISEASES	DOID:574	Peripheral nervous system disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:630	Genetic disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:7	Disease of anatomical entity
ACO2	9606.ENSP00000216254	DISEASES	DOID:863	Nervous system disease
ACO2	9606.ENSP00000216254	DISEASES	DOID:870	Neuropathy
ACO2	9606.ENSP00000216254	DISEASES	DOID:936	Brain disease
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000042	Animal
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000058	Alimentary canal
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000081	Reproductive system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000083	Female reproductive system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000088	Cardiovascular system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000142	Brain
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000227	Central nervous system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000255	Brain cell line
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000282	Head
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000345	Digestive gland
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000421	Connective tissue
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000426	Erythroleukemia cell
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000511	Gastrointestinal tract
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000522	Gland
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000562	Heart
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000580	Blood cancer cell
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000583	Bone marrow cancer cell
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000759	Liver
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000862	Heart ventricle
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000887	Muscle
ACO2	9606.ENSP00000216254	TISSUES	BTO:0000903	Atrium
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001103	Skeletal muscle
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001271	Leukemia cell
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001369	Vertebrate muscular system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001424	Uterus
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001484	Nervous system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001485	Muscular system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001486	Skeletal system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001488	Endocrine gland
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001489	Whole body
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001491	Viscus
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001629	Left ventricle
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001702	Left atrium
ACO2	9606.ENSP00000216254	TISSUES	BTO:0001703	Right atrium
ACO2	9606.ENSP00000216254	TISSUES	BTO:0003091	Urogenital system
ACO2	9606.ENSP00000216254	TISSUES	BTO:0003099	Internal female genital organ
ACO2	9606.ENSP00000216254	TISSUES	BTO:0003914	Interstitial cell of Cajal
ACO2	9606.ENSP00000216254	TISSUES	BTO:0004238	Interstitial cell
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0005622	Intracellular
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0005737	Cytoplasm
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0005739	Mitochondrion
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0005759	Mitochondrial matrix
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0005829	Cytosol
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0009316	3-isopropylmalate dehydratase complex
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0032991	Protein-containing complex
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0043226	Organelle
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0043233	Organelle lumen
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ACO2	9606.ENSP00000216254	COMPARTMENTS	GOCC:1902494	Catalytic complex
ACO2	9606.ENSP00000216254	Monarch	EFO:0003925	Cognition
ACO2	9606.ENSP00000216254	Monarch	EFO:0004298	Cardiovascular measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0004302	Anthropometric measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0004311	Heart function measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0004319	Smoking cessation
ACO2	9606.ENSP00000216254	Monarch	EFO:0004323	Mental process
ACO2	9606.ENSP00000216254	Monarch	EFO:0004324	Body weights and measures
ACO2	9606.ENSP00000216254	Monarch	EFO:0004327	Electrocardiography
ACO2	9606.ENSP00000216254	Monarch	EFO:0004339	Body height
ACO2	9606.ENSP00000216254	Monarch	EFO:0004462	PR interval
ACO2	9606.ENSP00000216254	Monarch	EFO:0004731	Eye measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0004784	Self reported educational attainment
ACO2	9606.ENSP00000216254	Monarch	EFO:0004870	Sleep measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0004875	Mathematical ability
ACO2	9606.ENSP00000216254	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0006848	Mental or behavioural disorder biomarker
ACO2	9606.ENSP00000216254	Monarch	EFO:0007660	Neuroticism measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0007814	Refractive error measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0007911	Personality trait measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0008111	Diet measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0008328	Chronotype measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0008457	Cannabis dependence measurement
ACO2	9606.ENSP00000216254	Monarch	EFO:0011015	Educational attainment
ACO2	9606.ENSP00000216254	Monarch	HP:0000118	Phenotypic abnormality
ACO2	9606.ENSP00000216254	Monarch	HP:0000152	Abnormality of head or neck
ACO2	9606.ENSP00000216254	Monarch	HP:0000234	Abnormality of the head
ACO2	9606.ENSP00000216254	Monarch	HP:0000240	Abnormality of skull size
ACO2	9606.ENSP00000216254	Monarch	HP:0000252	Microcephaly
ACO2	9606.ENSP00000216254	Monarch	HP:0000253	Progressive microcephaly
ACO2	9606.ENSP00000216254	Monarch	HP:0000364	Hearing abnormality
ACO2	9606.ENSP00000216254	Monarch	HP:0000365	Hearing impairment
ACO2	9606.ENSP00000216254	Monarch	HP:0000407	Sensorineural hearing impairment
ACO2	9606.ENSP00000216254	Monarch	HP:0000478	Abnormality of the eye
ACO2	9606.ENSP00000216254	Monarch	HP:0000479	Abnormal retinal morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0000486	Strabismus
ACO2	9606.ENSP00000216254	Monarch	HP:0000496	Abnormality of eye movement
ACO2	9606.ENSP00000216254	Monarch	HP:0000549	Abnormal conjugate eye movement
ACO2	9606.ENSP00000216254	Monarch	HP:0000556	Retinal dystrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0000587	Abnormality of the optic nerve
ACO2	9606.ENSP00000216254	Monarch	HP:0000598	Abnormality of the ear
ACO2	9606.ENSP00000216254	Monarch	HP:0000639	Nystagmus
ACO2	9606.ENSP00000216254	Monarch	HP:0000648	Optic atrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0000707	Abnormality of the nervous system
ACO2	9606.ENSP00000216254	Monarch	HP:0000924	Abnormality of the skeletal system
ACO2	9606.ENSP00000216254	Monarch	HP:0000929	Abnormal skull morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0001098	Abnormal fundus morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0001249	Intellectual disability
ACO2	9606.ENSP00000216254	Monarch	HP:0001250	Seizure
ACO2	9606.ENSP00000216254	Monarch	HP:0001251	Ataxia
ACO2	9606.ENSP00000216254	Monarch	HP:0001252	Hypotonia
ACO2	9606.ENSP00000216254	Monarch	HP:0001263	Global developmental delay
ACO2	9606.ENSP00000216254	Monarch	HP:0001265	Hyporeflexia
ACO2	9606.ENSP00000216254	Monarch	HP:0001272	Cerebellar atrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0001273	Abnormal corpus callosum morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0001284	Areflexia
ACO2	9606.ENSP00000216254	Monarch	HP:0001315	Reduced tendon reflexes
ACO2	9606.ENSP00000216254	Monarch	HP:0001317	Abnormal cerebellum morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0001507	Growth abnormality
ACO2	9606.ENSP00000216254	Monarch	HP:0001508	Failure to thrive
ACO2	9606.ENSP00000216254	Monarch	HP:0002011	Morphological central nervous system abnormality
ACO2	9606.ENSP00000216254	Monarch	HP:0002059	Cerebral atrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0002060	Abnormal cerebral morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0002069	Bilateral tonic-clonic seizure
ACO2	9606.ENSP00000216254	Monarch	HP:0002079	Hypoplasia of the corpus callosum
ACO2	9606.ENSP00000216254	Monarch	HP:0002120	Cerebral cortical atrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0002305	Athetosis
ACO2	9606.ENSP00000216254	Monarch	HP:0002500	Abnormal cerebral white matter morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0002538	Abnormal cerebral cortex morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system
ACO2	9606.ENSP00000216254	Monarch	HP:0003011	Abnormality of the musculature
ACO2	9606.ENSP00000216254	Monarch	HP:0003808	Abnormal muscle tone
ACO2	9606.ENSP00000216254	Monarch	HP:0004305	Involuntary movements
ACO2	9606.ENSP00000216254	Monarch	HP:0004323	Abnormality of body weight
ACO2	9606.ENSP00000216254	Monarch	HP:0004325	Decreased body weight
ACO2	9606.ENSP00000216254	Monarch	HP:0004329	Abnormal posterior eye segment morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0005484	Secondary microcephaly
ACO2	9606.ENSP00000216254	Monarch	HP:0007108	Demyelinating peripheral neuropathy
ACO2	9606.ENSP00000216254	Monarch	HP:0007359	Focal-onset seizure
ACO2	9606.ENSP00000216254	Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum
ACO2	9606.ENSP00000216254	Monarch	HP:0007367	Atrophy/Degeneration affecting the central nervous system
ACO2	9606.ENSP00000216254	Monarch	HP:0007369	Atrophy/Degeneration affecting the cerebrum
ACO2	9606.ENSP00000216254	Monarch	HP:0007370	Aplasia/Hypoplasia of the corpus callosum
ACO2	9606.ENSP00000216254	Monarch	HP:0009121	Abnormal axial skeleton morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0009830	Peripheral neuropathy
ACO2	9606.ENSP00000216254	Monarch	HP:0010864	Intellectual disability, severe
ACO2	9606.ENSP00000216254	Monarch	HP:0010993	Abnormal cerebral subcortex morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0011282	Abnormal hindbrain morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0011283	Abnormal metencephalon morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0011344	Severe global developmental delay
ACO2	9606.ENSP00000216254	Monarch	HP:0011389	Functional abnormality of the inner ear
ACO2	9606.ENSP00000216254	Monarch	HP:0011442	Abnormal central motor function
ACO2	9606.ENSP00000216254	Monarch	HP:0011443	Abnormality of coordination
ACO2	9606.ENSP00000216254	Monarch	HP:0011446	Abnormality of higher mental function
ACO2	9606.ENSP00000216254	Monarch	HP:0011804	Abnormal muscle physiology
ACO2	9606.ENSP00000216254	Monarch	HP:0011842	Abnormal skeletal morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0012372	Abnormal eye morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0012373	Abnormal eye physiology
ACO2	9606.ENSP00000216254	Monarch	HP:0012443	Abnormality of brain morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0012444	Brain atrophy
ACO2	9606.ENSP00000216254	Monarch	HP:0012447	Abnormal myelination
ACO2	9606.ENSP00000216254	Monarch	HP:0012547	Abnormal involuntary eye movements
ACO2	9606.ENSP00000216254	Monarch	HP:0012638	Abnormal nervous system physiology
ACO2	9606.ENSP00000216254	Monarch	HP:0012639	Abnormal nervous system morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0012758	Neurodevelopmental delay
ACO2	9606.ENSP00000216254	Monarch	HP:0012759	Neurodevelopmental abnormality
ACO2	9606.ENSP00000216254	Monarch	HP:0012795	Abnormal optic disc morphology
ACO2	9606.ENSP00000216254	Monarch	HP:0031704	Abnormal ear physiology
ACO2	9606.ENSP00000216254	Monarch	HP:0031826	Abnormal reflex
ACO2	9606.ENSP00000216254	Monarch	HP:0033127	Abnormality of the musculoskeletal system
ACO2	9606.ENSP00000216254	Monarch	HP:0033725	Thin corpus callosum
ACO2	9606.ENSP00000216254	Monarch	HP:0040195	Decreased head circumference
ACO2	9606.ENSP00000216254	Monarch	HP:0100022	Abnormality of movement
ACO2	9606.ENSP00000216254	Monarch	HP:0100543	Cognitive impairment
ACO2	9606.ENSP00000216254	Monarch	HP:0100547	Abnormal forebrain morphology
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0004	4Fe-4S
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0007	Acetylation
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0408	Iron
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0411	Iron-sulfur
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0456	Lyase
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0479	Metal-binding
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0496	Mitochondrion
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0523	Neurodegeneration
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0597	Phosphoprotein
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0809	Transit peptide
ACO2	9606.ENSP00000216254	UniProt Keywords	KW-0816	Tricarboxylic acid cycle
ACO2	9606.ENSP00000216254	Pfam	PF00330	Aconitase family (aconitate hydratase)
ACO2	9606.ENSP00000216254	Pfam	PF00694	Aconitase C-terminal domain
ACO2	9606.ENSP00000216254	InterPro	IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain
ACO2	9606.ENSP00000216254	InterPro	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
ACO2	9606.ENSP00000216254	InterPro	IPR006248	Aconitase, mitochondrial-like
ACO2	9606.ENSP00000216254	InterPro	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel
ACO2	9606.ENSP00000216254	InterPro	IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
ACO2	9606.ENSP00000216254	InterPro	IPR015932	Aconitase, domain 2
ACO2	9606.ENSP00000216254	InterPro	IPR018136	Aconitase family, 4Fe-4S cluster binding site
ACO2	9606.ENSP00000216254	InterPro	IPR036008	Aconitase, iron-sulfur domain
ANAPC16	9606.ENSP00000477760	GO Process	GO:0006508	Proteolysis
ANAPC16	9606.ENSP00000477760	GO Process	GO:0006511	Ubiquitin-dependent protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0006807	Nitrogen compound metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0007049	Cell cycle
ANAPC16	9606.ENSP00000477760	GO Process	GO:0007346	Regulation of mitotic cell cycle
ANAPC16	9606.ENSP00000477760	GO Process	GO:0008152	Metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0009056	Catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0009057	Macromolecule catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0009987	Cellular process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0010498	Proteasomal protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0016567	Protein ubiquitination
ANAPC16	9606.ENSP00000477760	GO Process	GO:0019538	Protein metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0019941	Modification-dependent protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0030163	Protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0031145	Anaphase-promoting complex-dependent catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0032446	Protein modification by small protein conjugation
ANAPC16	9606.ENSP00000477760	GO Process	GO:0036211	Protein modification process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0043161	Proteasome-mediated ubiquitin-dependent protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0043170	Macromolecule metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0043412	Macromolecule modification
ANAPC16	9606.ENSP00000477760	GO Process	GO:0043632	Modification-dependent macromolecule catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0044237	Cellular metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0044238	Primary metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0044248	Cellular catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0044260	Cellular macromolecule metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0044265	Cellular macromolecule catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0050789	Regulation of biological process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0050794	Regulation of cellular process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0051301	Cell division
ANAPC16	9606.ENSP00000477760	GO Process	GO:0051445	Regulation of meiotic cell cycle
ANAPC16	9606.ENSP00000477760	GO Process	GO:0051603	Proteolysis involved in protein catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:0051726	Regulation of cell cycle
ANAPC16	9606.ENSP00000477760	GO Process	GO:0065007	Biological regulation
ANAPC16	9606.ENSP00000477760	GO Process	GO:0070647	Protein modification by small protein conjugation or removal
ANAPC16	9606.ENSP00000477760	GO Process	GO:0071704	Organic substance metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:1901564	Organonitrogen compound metabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:1901565	Organonitrogen compound catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:1901575	Organic substance catabolic process
ANAPC16	9606.ENSP00000477760	GO Process	GO:2000241	Regulation of reproductive process
ANAPC16	9606.ENSP00000477760	GO Component	GO:0000151	Ubiquitin ligase complex
ANAPC16	9606.ENSP00000477760	GO Component	GO:0000152	Nuclear ubiquitin ligase complex
ANAPC16	9606.ENSP00000477760	GO Component	GO:0000775	Chromosome, centromeric region
ANAPC16	9606.ENSP00000477760	GO Component	GO:0000776	Kinetochore
